Gene,Control Linear Regression Slope,Control Linear Regression R2,siUPF1 Linear Regression Slope,siUPF1 Linear Regression R2,Control Log Regression Slope,Control Log Regression R2,siUPF1 Log Regression Slope,siUPF1 Log Regression R2,Category
CENPC,-0.003988484,0.839243072,-0.004430477,0.91523146,-0.009221326,0.851558055,-0.01194649,0.879591627,siUPF1-Destab
CEP120,-0.001658221,0.854179513,-0.002489104,0.936244634,-0.002783505,0.853556985,-0.004675352,0.920634822,siUPF1-Destab
CEP128,-0.001358824,0.807839568,-0.002981247,0.904356629,-0.002190776,0.822246785,-0.005985735,0.890140235,siUPF1-Destab
CEP152,-0.002264177,0.728002329,-0.003198256,0.862402855,-0.004013337,0.744233461,-0.006599872,0.845047103,siUPF1-Destab
CEP192,-0.000916628,0.776107295,-0.002666919,0.8895007,-0.001416637,0.783912327,-0.005225169,0.855892046,siUPF1-Destab
CEP295,-0.003452131,0.796185559,-0.00356338,0.969136337,-0.007264023,0.837562301,-0.008418757,0.922270529,siUPF1-Destab
CEP350,-0.004381046,0.917968274,-0.004891754,0.998510971,-0.011956047,0.929325319,-0.017229452,0.964398977,siUPF1-Destab
CEP44,-0.001365865,0.843548179,-0.002645348,0.957474001,-0.002224294,0.852886291,-0.00510951,0.945576603,siUPF1-Destab
CEP55,-0.00188638,0.693448522,-0.002783745,0.801945433,-0.003149562,0.730380687,-0.005242103,0.826658416,siUPF1-Destab
CEP57L1,-0.001426683,0.81817042,-0.00254342,0.818637022,-0.002330931,0.834511923,-0.004703493,0.831314439,siUPF1-Destab
CEP68,-0.001410779,0.897425687,-0.002624192,0.949406129,-0.002354527,0.882633319,-0.005043341,0.939527493,siUPF1-Destab
CEP76,-0.002477572,0.969669616,-0.003116508,0.982829044,-0.004785065,0.989209021,-0.00656026,0.96003284,siUPF1-Destab
CEP83-AS1,-0.004179402,0.794027298,-0.005085926,0.701613241,-0.011243762,0.857209115,-0.017817154,0.807666927,siUPF1-Destab
CEP85,-0.001343907,0.916919104,-0.001999859,0.977143162,-0.002193394,0.906327406,-0.003534769,0.965877884,siUPF1-Destab
CEP85L,-0.004599756,0.979573788,-0.004664584,0.982001374,-0.014013476,0.950525747,-0.015575866,0.952591771,siUPF1-Destab
CEP97,-0.00299939,0.947802487,-0.003773056,0.950498153,-0.006300318,0.974794716,-0.009644682,0.945950054,siUPF1-Destab
CFL2,-0.002839621,0.892608551,-0.004171911,0.943828702,-0.005657666,0.913938123,-0.010547103,0.919421362,siUPF1-Destab
CHAC2,-0.000848489,0.765432427,-0.002680052,0.990924871,-0.001306735,0.766270032,-0.005312056,0.993132298,siUPF1-Destab
CHAMP1,-0.004057895,0.966915724,-0.004553425,0.944363335,-0.010123112,0.936516242,-0.012645909,0.923382818,siUPF1-Destab
CHD1,-0.004230392,0.951705396,-0.00463523,0.972212828,-0.010971254,0.937663221,-0.013691809,0.930579987,siUPF1-Destab
CHD2,-0.002933709,0.99041492,-0.003382746,0.979288128,-0.00607105,0.990101371,-0.007383039,0.959794352,siUPF1-Destab
CHD6,-0.002272485,0.96373427,-0.003145519,0.948726453,-0.004158198,0.957894351,-0.006583477,0.921870226,siUPF1-Destab
CHD8,-0.002058595,0.944277402,-0.002490813,0.886818683,-0.003633784,0.937012208,-0.004605668,0.883638393,siUPF1-Destab
CHD9,-0.003555322,0.914936538,-0.004171031,0.942118794,-0.008482925,0.970529054,-0.012473632,0.866745947,siUPF1-Destab
CHIC1,-0.002915293,0.959012626,-0.003983093,0.98289109,-0.006048698,0.986289977,-0.010406265,0.93732078,siUPF1-Destab
CHMP7,-0.001005057,0.921936838,-0.001780426,0.963806796,-0.00158541,0.91545921,-0.003090127,0.948349895,siUPF1-Destab
CHRNB2,-0.002201071,0.728566594,-0.002556624,0.852616124,-0.004080076,0.742315278,-0.00507891,0.840232176,siUPF1-Destab
CHSY3,-0.003016477,0.853211335,-0.003561028,0.76191222,-0.006727187,0.820371997,-0.007833116,0.835298268,siUPF1-Destab
CIPC,-0.002334055,0.964359605,-0.003585779,0.970346004,-0.004395102,0.970664519,-0.008215696,0.950859793,siUPF1-Destab
CIR1,-0.002040681,0.916731009,-0.002999811,0.778112588,-0.003610238,0.900449859,-0.005824634,0.818987038,siUPF1-Destab
CKAP2L,-0.002144108,0.92866652,-0.003089376,0.870203933,-0.003840849,0.912031685,-0.006310014,0.850414977,siUPF1-Destab
CLDN1,-0.002114441,0.680968111,-0.002694936,0.886514524,-0.003801102,0.703506219,-0.005301237,0.833830408,siUPF1-Destab
CLK4,-0.003720196,0.815245309,-0.004223592,0.888920085,-0.00975009,0.921056336,-0.012977213,0.930873174,siUPF1-Destab
CLOCK,-0.002088977,0.898104207,-0.00361179,0.974838829,-0.003866528,0.907217955,-0.008666341,0.970863833,siUPF1-Destab
CLP1,-0.003733798,0.95234225,-0.004575338,0.917772748,-0.008657649,0.92977805,-0.0128711,0.886805407,siUPF1-Destab
CLSPN,-0.002212435,0.989067371,-0.003266936,0.981487488,-0.004038572,0.980047936,-0.00702441,0.956931322,siUPF1-Destab
CMTR2,-0.003230566,0.968909347,-0.003693569,0.944804117,-0.007140282,0.989250746,-0.009363763,0.910169348,siUPF1-Destab
CNEP1R1,-0.003319106,0.957867507,-0.003752537,0.944524315,-0.00748518,0.974120668,-0.009552043,0.98049633,siUPF1-Destab
CNIH3,-0.001687082,0.881553925,-0.002860307,0.778817105,-0.002863295,0.876116402,-0.005404981,0.811759434,siUPF1-Destab
CNKSR2,-0.003617688,0.995300959,-0.004050176,0.978436577,-0.00840846,0.980015094,-0.010728853,0.961894493,siUPF1-Destab
CNOT2,-0.002618591,0.943460962,-0.003174733,0.933818739,-0.004983727,0.935007707,-0.006547103,0.924359725,siUPF1-Destab
CNOT6,-0.00184197,0.932998533,-0.002917763,0.972711692,-0.003260042,0.955096503,-0.005979907,0.958245948,siUPF1-Destab
CNOT6L,-0.003313799,0.873143765,-0.004125346,0.970950096,-0.006963428,0.857067148,-0.010459279,0.946107216,siUPF1-Destab
CNST,-0.00273131,0.975165869,-0.003490372,0.981601844,-0.005454823,0.984467183,-0.007880524,0.974161709,siUPF1-Destab
CNTRL,-0.001452473,0.719264303,-0.003087116,0.86698087,-0.002358581,0.744832912,-0.006844141,0.815328715,siUPF1-Destab
COA7,-0.003978377,0.953813631,-0.004549025,0.953658694,-0.009621264,0.930753003,-0.012698641,0.928626911,siUPF1-Destab
COG2,-0.001192748,0.896553391,-0.002815949,0.948671687,-0.001908025,0.89057415,-0.005531135,0.932868714,siUPF1-Destab
COG3,-0.002042966,0.869140616,-0.003199415,0.947611482,-0.003633209,0.867857464,-0.006827337,0.908438471,siUPF1-Destab
COG8,-0.00274228,0.916608606,-0.003938261,0.94353671,-0.005362422,0.883976286,-0.009447698,0.926509162,siUPF1-Destab
COIL,-0.002157701,0.985662741,-0.003419045,0.981571643,-0.003913545,0.977830232,-0.007521679,0.963726657,siUPF1-Destab
COX10,-0.002465889,0.975030523,-0.002780426,0.965928311,-0.004646319,0.967065547,-0.005538971,0.953676679,siUPF1-Destab
COX19,-0.00165711,0.740475893,-0.001886906,0.96170079,-0.002906397,0.733361296,-0.003352035,0.978865564,siUPF1-Destab
CPEB3,-0.003524705,0.737656064,-0.00418144,0.735133976,-0.009034025,0.808728239,-0.013095351,0.849984845,siUPF1-Destab
CPEB4,-0.002675442,0.791357332,-0.003911924,0.966829715,-0.005377548,0.887307369,-0.009966429,0.957209059,siUPF1-Destab
CRAMP1,-0.002247577,0.828643544,-0.00296648,0.926331348,-0.004183612,0.828773867,-0.006095932,0.916666821,siUPF1-Destab
CREB1,-0.003737015,0.991701199,-0.004377828,0.985639746,-0.008935127,0.976251858,-0.01231925,0.938463787,siUPF1-Destab
CREB3L2,-0.0032741,0.954212749,-0.003567954,0.874202967,-0.006932269,0.939522362,-0.007693469,0.881405782,siUPF1-Destab
CREBRF,-0.003444569,0.814617036,-0.003995999,0.931081144,-0.007580617,0.853274767,-0.010859283,0.96779191,siUPF1-Destab
CRIM1,-0.00105421,0.815319885,-0.00199012,0.9268673,-0.001661478,0.809589323,-0.003481483,0.922370387,siUPF1-Destab
CRKL,-0.003404749,0.960100841,-0.003743062,0.951005196,-0.007401865,0.939769266,-0.008598795,0.932101631,siUPF1-Destab
CRY2,-0.002571046,0.856655664,-0.00306909,0.982490744,-0.004959345,0.830106362,-0.006350601,0.966944372,siUPF1-Destab
CRYBG3,-0.002434159,0.757771851,-0.003820912,0.935962546,-0.004398802,0.780891424,-0.009143554,0.888182553,siUPF1-Destab
CSGALNACT2,-0.001031074,0.704009555,-0.001799864,0.835795965,-0.001603328,0.717586987,-0.003034771,0.845884134,siUPF1-Destab
CSNK1G1,-0.003016857,0.945652984,-0.003901062,0.977327611,-0.006107332,0.936173305,-0.009519332,0.946043284,siUPF1-Destab
CSNK1G3,-0.00178557,0.851919356,-0.002802285,0.886622915,-0.00303269,0.854578571,-0.005432547,0.873276902,siUPF1-Destab
CSPP1,-0.00333447,0.865798642,-0.003688688,0.893939529,-0.006904318,0.87564997,-0.008338569,0.863981325,siUPF1-Destab
CSRNP3,-0.003903541,0.862272013,-0.004075195,0.745772207,-0.010751105,0.943276533,-0.012408404,0.876931091,siUPF1-Destab
CSRP2BP,-0.00134288,0.970401871,-0.002038415,0.978912464,-0.002195549,0.968277115,-0.003616698,0.968572306,siUPF1-Destab
CSTF1,-0.003294152,0.954067699,-0.004008498,0.962938998,-0.006967867,0.937800084,-0.009860462,0.938907098,siUPF1-Destab
CSTF2T,-0.001682884,0.959585572,-0.002173096,0.968780019,-0.002848937,0.953165203,-0.003918518,0.958125347,siUPF1-Destab
CTAGE5,-0.00102685,0.907567223,-0.001930525,0.864262616,-0.001627282,0.900273332,-0.003340944,0.862250823,siUPF1-Destab
CTBP1-AS2,-0.002173705,0.899227239,-0.002425115,0.926823101,-0.004004464,0.909231828,-0.004520769,0.936774859,siUPF1-Destab
CTCF,-0.0015154,0.977865636,-0.002198341,0.941928575,-0.00253388,0.977571855,-0.003967819,0.925730601,siUPF1-Destab
CTDP1,-0.002581407,0.877482021,-0.003150269,0.857707269,-0.004826271,0.884398526,-0.006451219,0.868152532,siUPF1-Destab
CTDSPL2,-0.000709468,0.800570189,-0.002251813,0.952434622,-0.001090221,0.793618372,-0.004141243,0.943607491,siUPF1-Destab
CTTNBP2,-0.00340324,0.930017138,-0.003986423,0.949521303,-0.007283584,0.920902658,-0.009802495,0.918151544,siUPF1-Destab
CUX2,-0.003237062,0.879663461,-0.003603448,0.972489449,-0.006915234,0.852991134,-0.008423318,0.964425362,siUPF1-Destab
CWC22,-0.002458428,0.918276075,-0.00365444,0.957554745,-0.004567654,0.918480072,-0.008321306,0.93198993,siUPF1-Destab
CWC25,-0.002675962,0.923179672,-0.003554256,0.932305203,-0.005295059,0.879362771,-0.008013893,0.883249814,siUPF1-Destab
CXCL3,-0.002609952,0.700807656,-0.003445942,0.80266719,-0.005318482,0.727198045,-0.008373799,0.884676148,siUPF1-Destab
CXorf38,-0.001470998,0.704897211,-0.002043388,0.937304981,-0.002414469,0.7396313,-0.003690614,0.952760677,siUPF1-Destab
CXXC4,-0.00309348,0.973467569,-0.003648664,0.917663815,-0.006497391,0.968025527,-0.009462559,0.821663788,siUPF1-Destab
CYB561D1,-0.003392752,0.906729773,-0.003820685,0.992695411,-0.00746313,0.931070081,-0.009293691,0.97804589,siUPF1-Destab
DAB2,-0.002268789,0.732245839,-0.002931394,0.764230152,-0.004068219,0.755606135,-0.005578618,0.800504811,siUPF1-Destab
DAGLA,-0.003793666,0.959656124,-0.004057889,0.953486174,-0.009131752,0.959372248,-0.010378807,0.958757492,siUPF1-Destab
DAZAP2,-0.00201381,0.947582672,-0.003025254,0.953137646,-0.003591795,0.932094102,-0.006498465,0.933338453,siUPF1-Destab
DBF4,-0.001665812,0.83898674,-0.002186048,0.909510987,-0.002838475,0.81952765,-0.003913163,0.904198566,siUPF1-Destab
DBR1,-0.004252801,0.977989991,-0.00483287,0.964812901,-0.011214622,0.950341014,-0.015017894,0.930200975,siUPF1-Destab
DCAF10,-0.001579103,0.79753064,-0.002585796,0.905581919,-0.002602248,0.806639108,-0.004878408,0.908269074,siUPF1-Destab
DCAF16,-0.0021848,0.975715149,-0.002954978,0.962573359,-0.003957404,0.962864926,-0.005997469,0.938207409,siUPF1-Destab
DCAF6,-0.001486974,0.76169148,-0.002598723,0.935516012,-0.002527272,0.787200413,-0.005135419,0.956853335,siUPF1-Destab
DCLRE1A,-0.002176618,0.890542412,-0.003156378,0.94607732,-0.003883771,0.885399027,-0.00673769,0.891181288,siUPF1-Destab
DCP1A,-0.003297949,0.956009531,-0.004005621,0.992127156,-0.007321931,0.968789214,-0.010308913,0.979485841,siUPF1-Destab
DCP1B,-0.004126155,0.934036843,-0.004324332,0.962749069,-0.010335632,0.896911469,-0.01147256,0.934215299,siUPF1-Destab
DCUN1D1,-0.002397063,0.887656232,-0.003171732,0.924680486,-0.004427105,0.883392265,-0.006533546,0.909558035,siUPF1-Destab
DCUN1D3,-0.004211848,0.941846111,-0.004405847,0.948783538,-0.01206724,0.958121904,-0.013709393,0.976559826,siUPF1-Destab
DCUN1D4,-0.002417614,0.945694211,-0.003204201,0.926804668,-0.004503929,0.944039526,-0.006753868,0.894178765,siUPF1-Destab
DDHD1,-0.002394893,0.88910162,-0.003317631,0.956925849,-0.004366029,0.88923581,-0.007384737,0.912401137,siUPF1-Destab
DDIAS,-0.00295013,0.90477743,-0.00326606,0.926909207,-0.005823037,0.901929203,-0.006946517,0.889125496,siUPF1-Destab
DDIT4L,-0.00293733,0.69389532,-0.003090856,0.921650245,-0.005507777,0.753034289,-0.00642991,0.906223639,siUPF1-Destab
DDX10,-0.001238501,0.926214258,-0.002519562,0.962860925,-0.00199781,0.925338611,-0.004749331,0.95193804,siUPF1-Destab
DDX20,-0.004245151,0.991222883,-0.004891912,0.991692211,-0.011371354,0.964325056,-0.016339886,0.95308864,siUPF1-Destab
DDX31,-0.0025208,0.993112427,-0.002810205,0.99253563,-0.004851018,0.991807436,-0.005661012,0.990233662,siUPF1-Destab
DDX58,-0.002839576,0.703455387,-0.003612469,0.907940196,-0.005301154,0.750248038,-0.008182855,0.860659516,siUPF1-Destab
DDX59,-0.00199681,0.844170033,-0.003311212,0.962205025,-0.003544181,0.839070604,-0.007328243,0.923808932,siUPF1-Destab
DDX6,-0.00143293,0.94044235,-0.001943302,0.956025071,-0.002396242,0.935754551,-0.003420292,0.956259665,siUPF1-Destab
DENND1B,-0.00187751,0.732218085,-0.002524968,0.811424769,-0.003363887,0.770105963,-0.004980286,0.88532192,siUPF1-Destab
DENND4A,-0.001511374,0.753628791,-0.002849906,0.936153174,-0.002504991,0.772006201,-0.005809904,0.950521751,siUPF1-Destab
DENND4C,-0.003328874,0.985341958,-0.004169865,0.98835068,-0.007257195,0.96242629,-0.011084902,0.953504154,siUPF1-Destab
DENND6A,-0.003632029,0.976095389,-0.003972163,0.935857753,-0.008409569,0.961390796,-0.00981921,0.891528512,siUPF1-Destab
DEPDC5,-0.001842995,0.706675389,-0.003380802,0.962893179,-0.003173112,0.741599226,-0.007485244,0.931495713,siUPF1-Destab
DEPDC7,-0.003941404,0.959449192,-0.004163287,0.969506025,-0.009637478,0.934108558,-0.011684832,0.926198936,siUPF1-Destab
DET1,-0.001753397,0.810842567,-0.002946922,0.930192597,-0.00303375,0.800357778,-0.006213784,0.962387756,siUPF1-Destab
DGKE,-0.00131437,0.691881594,-0.002617132,0.903763569,-0.002139422,0.719573072,-0.005281274,0.898372907,siUPF1-Destab
DGKK,-0.001334026,0.855924122,-0.003342669,0.959323927,-0.002205519,0.868716667,-0.007439643,0.969939886,siUPF1-Destab
DHFRL1,-0.001754631,0.917734201,-0.002178897,0.865634366,-0.003030784,0.930106817,-0.004059463,0.918944008,siUPF1-Destab
DIDO1,-0.001692948,0.955559269,-0.002511726,0.965181522,-0.002910422,0.956457092,-0.004816039,0.94402531,siUPF1-Destab
DIEXF,-0.002031114,0.893947578,-0.003354821,0.993162979,-0.003674872,0.914661546,-0.007399045,0.979031347,siUPF1-Destab
DIP2B,-0.001057318,0.8652513,-0.002339793,0.915740539,-0.001676624,0.861776739,-0.004258452,0.908847611,siUPF1-Destab
DIXDC1,-0.001389745,0.779228257,-0.002626194,0.944396517,-0.002318983,0.777442782,-0.004997856,0.934290926,siUPF1-Destab
DKFZP586I1420,-0.002054029,0.736515393,-0.002732815,0.988164318,-0.003556979,0.759333491,-0.00546867,0.989994259,siUPF1-Destab
DLG3,-0.002359078,0.898838116,-0.002557107,0.906235166,-0.004296731,0.894304577,-0.004780076,0.901720626,siUPF1-Destab
DLX6,-0.003435953,0.890832052,-0.003795828,0.845898509,-0.007510796,0.908206917,-0.009751032,0.889444246,siUPF1-Destab
DNAAF2,-0.00316409,0.966534536,-0.003498133,0.986945692,-0.006593328,0.950036113,-0.007841161,0.968025551,siUPF1-Destab
DNAJA2,-0.001103224,0.869516719,-0.001420643,0.893260728,-0.00175796,0.876279173,-0.002317606,0.895077649,siUPF1-Destab
DNAJB12,-0.000854555,0.820453327,-0.001560675,0.961340962,-0.001339036,0.808471603,-0.00260427,0.954201728,siUPF1-Destab
DNAJB9,-0.003982293,0.953702176,-0.004146424,0.938299789,-0.010663273,0.995278191,-0.01177266,0.993809766,siUPF1-Destab
DNAJC14,-0.001199677,0.871096883,-0.002154673,0.972697116,-0.001956562,0.858412094,-0.003946184,0.956182038,siUPF1-Destab
DNAJC16,-0.002825768,0.976019675,-0.003464893,0.981950561,-0.005698464,0.9466983,-0.00785702,0.980172299,siUPF1-Destab
DNAJC27,-0.003027641,0.687111513,-0.003834419,0.795957978,-0.006662834,0.750771549,-0.010377906,0.908677872,siUPF1-Destab
DNAJC28,-0.003839332,0.973882605,-0.004521252,0.99128125,-0.009288066,0.95043073,-0.013234343,0.948913408,siUPF1-Destab
DNAJC3-AS1,-0.002167211,0.763445656,-0.00293991,0.873537278,-0.003864248,0.798237326,-0.006208263,0.916073085,siUPF1-Destab
DNMBP,-0.002732656,0.812265701,-0.003328403,0.983082891,-0.005703098,0.864382617,-0.007204354,0.965127112,siUPF1-Destab
DOCK10,-0.001645592,0.689577642,-0.003493533,0.803447341,-0.002718915,0.702969711,-0.00733554,0.841367686,siUPF1-Destab
DOPEY1,-0.00332815,0.973488909,-0.004359278,0.946478781,-0.007165102,0.956243646,-0.011725602,0.920733385,siUPF1-Destab
DSEL,-0.004338084,0.976736669,-0.004603057,0.996463261,-0.011702678,0.949337631,-0.014495712,0.979500194,siUPF1-Destab
DSTYK,-0.003296157,0.920200369,-0.003928683,0.969369078,-0.007428999,0.960619385,-0.010212375,0.991437956,siUPF1-Destab
DTL,-0.001694517,0.889204271,-0.002933037,0.956716366,-0.002857016,0.893663553,-0.005868256,0.944574385,siUPF1-Destab
DTX3L,-0.002315111,0.817923692,-0.003314101,0.895493416,-0.004155377,0.829663248,-0.006888743,0.894255839,siUPF1-Destab
DTX4,-0.002203713,0.816244312,-0.002382375,0.966596788,-0.003942521,0.804765175,-0.004414988,0.956632197,siUPF1-Destab
DUSP1,-0.004481283,0.67293577,-0.004570038,0.649490466,-0.017631376,0.842137825,-0.019556056,0.826211719,siUPF1-Destab
DUSP10,-0.003826575,0.933325022,-0.004412019,0.955548703,-0.009872686,0.987566316,-0.013115997,0.972624271,siUPF1-Destab
DUSP16,-0.00254981,0.969076514,-0.003711858,0.962107825,-0.00486268,0.956488306,-0.008526069,0.942330975,siUPF1-Destab
DUSP6,-0.003790106,0.933769132,-0.004066564,0.884470854,-0.009796103,0.971103789,-0.011673187,0.972034547,siUPF1-Destab
DUSP7,-0.003815793,0.961609054,-0.004107135,0.983578402,-0.009336541,0.948802404,-0.010751444,0.960227466,siUPF1-Destab
DYNC1LI1,-0.000939405,0.762526273,-0.001522443,0.891278866,-0.001466804,0.7674823,-0.002519926,0.889283237,siUPF1-Destab
DYRK1A,-0.003787697,0.942306571,-0.004213453,0.98897656,-0.009712715,0.98478709,-0.011730272,0.969847716,siUPF1-Destab
DYRK2,-0.004094526,0.945680073,-0.004237608,0.91674971,-0.011460326,0.99486005,-0.012860575,0.952047334,siUPF1-Destab
DYRK3,-0.004477226,0.958490105,-0.004653338,0.920548641,-0.012824309,0.922155715,-0.016677724,0.896734049,siUPF1-Destab
E2F3,-0.003691928,0.991643904,-0.004048736,0.993339302,-0.00886476,0.990352442,-0.010694307,0.978144399,siUPF1-Destab
E2F6,-0.003278666,0.932158985,-0.003551571,0.979347758,-0.006899228,0.925734057,-0.008004494,0.956667856,siUPF1-Destab
E2F7,-0.002808866,0.9750322,-0.003877078,0.969120908,-0.005563222,0.958911512,-0.009328166,0.936659575,siUPF1-Destab
E2F8,-0.004124059,0.983995492,-0.004501892,0.997149508,-0.010584756,0.954893938,-0.013139962,0.967317415,siUPF1-Destab
EAF1,-0.001405316,0.94563969,-0.00160417,0.998358403,-0.00234054,0.944906516,-0.002717665,0.996028079,siUPF1-Destab
EBLN3,-0.002853973,0.935846756,-0.003273888,0.935434533,-0.005621537,0.93133904,-0.006944234,0.904208569,siUPF1-Destab
EDC3,-0.000449947,0.72233476,-0.000950165,0.873815961,-0.000673702,0.7126473,-0.00148068,0.868971245,siUPF1-Destab
EDEM3,-0.002471865,0.955992436,-0.003351704,0.890969095,-0.004624604,0.945500126,-0.007220036,0.858753727,siUPF1-Destab
EDRF1,-0.001728775,0.931441933,-0.002723825,0.963392933,-0.00295303,0.913152244,-0.005322151,0.9414657,siUPF1-Destab
EED,-0.002200899,0.977574352,-0.002849877,0.97460312,-0.004029256,0.965532028,-0.005730246,0.946608904,siUPF1-Destab
EGR1,-0.003711348,0.79613873,-0.004248338,0.686414213,-0.00946896,0.857025287,-0.014200566,0.846281888,siUPF1-Destab
EGR2,-0.004383783,0.799507796,-0.004795826,0.822781857,-0.014897628,0.938974203,-0.021240457,0.925559841,siUPF1-Destab
EIF1AD,-0.003367798,0.946762629,-0.003690978,0.988454518,-0.007788267,0.954647101,-0.008892418,0.990671152,siUPF1-Destab
EIF2AK3,-0.003122741,0.908221578,-0.003507905,0.836736583,-0.006347537,0.906769084,-0.007434482,0.847357186,siUPF1-Destab
EIF4ENIF1,-0.003766703,0.935397051,-0.004286006,0.942521079,-0.00875731,0.917299601,-0.011106671,0.926150024,siUPF1-Destab
ELAC1,-0.002721139,0.959995696,-0.002998298,0.977107116,-0.005448924,0.932081013,-0.006345881,0.973138736,siUPF1-Destab
ELAVL2,-0.004017994,0.916510905,-0.004473931,0.868612106,-0.01113735,0.990819294,-0.015293152,0.984315282,siUPF1-Destab
ELF1,-0.004697604,0.886759371,-0.004813155,0.949568267,-0.013034652,0.889914874,-0.014634913,0.925410198,siUPF1-Destab
ELF2,-0.00349992,0.983741386,-0.003825596,0.961565194,-0.00781663,0.963604648,-0.009027475,0.936749451,siUPF1-Destab
ELL,-0.004158917,0.984982643,-0.004463971,0.977304274,-0.011175641,0.973760526,-0.013200314,0.971632931,siUPF1-Destab
